date,open,high,low,close,volume
2019-08-15,45.74,46.5,45.21,46.05,62361.38
2019-08-14,46.6,46.63,46.11,46.26,49357.41
2019-08-13,45.32,46.17,45.1,46.1,60440.13
2019-08-12,44.5,45.8,44.5,45.7,69068.14
2019-08-09,44.45,45.0,43.8,44.61,62681.91
2019-08-08,42.42,44.42,42.4,44.26,88951.33
2019-08-07,42.12,42.97,42.09,42.24,37769.65
2019-08-06,41.9,42.29,40.54,42.09,86481.72
2019-08-05,43.0,43.1,42.09,42.4,45856.1
2019-08-02,43.4,43.77,43.25,43.53,52804.31
2019-08-01,45.45,45.45,44.01,44.51,78003.2
2019-07-31,46.05,46.3,45.2,45.31,66870.83
2019-07-30,46.54,46.58,45.92,46.11,56825.43
2019-07-29,46.37,46.48,46.09,46.4,64148.91
2019-07-26,46.58,46.6,45.92,46.1,64696.52
2019-07-25,47.08,47.25,46.25,46.61,62228.41
2019-07-24,47.59,48.03,47.11,47.25,49531.4
2019-07-23,46.5,47.56,46.34,47.51,53348.99
2019-07-22,47.0,47.0,45.9,46.58,35802.35
2019-07-19,47.3,47.58,46.9,47.1,34489.33
2019-07-18,46.98,47.65,46.54,47.24,49940.65
2019-07-17,46.24,47.13,45.9,47.06,61378.43
2019-07-16,46.89,47.05,46.0,46.24,50428.83
2019-07-15,46.94,47.2,45.79,46.99,55690.35
2019-07-12,46.9,47.07,46.3,46.94,54678.32
2019-07-11,47.87,47.96,46.23,46.76,75169.82
2019-07-10,47.72,48.07,47.4,47.54,29647.98
2019-07-09,47.84,48.1,47.0,47.83,50964.51
2019-07-08,48.29,48.52,47.03,47.58,58758.08
2019-07-05,48.05,48.46,47.6,48.31,63776.0
2019-07-04,49.19,49.44,47.6,47.89,97478.0
2019-07-03,50.4,51.0,48.5,49.34,129343.76
2019-07-02,51.02,51.32,50.0,50.45,74806.94
2019-07-01,50.38,51.98,50.04,50.78,119745.56
2019-06-28,49.95,49.95,48.88,49.93,72821.71
2019-06-27,47.9,50.34,47.78,50.05,139662.33
2019-06-26,47.32,48.0,47.32,47.81,39061.27
2019-06-25,48.08,48.35,47.11,47.78,57299.82
2019-06-24,47.72,48.74,47.37,48.11,83714.75
2019-06-21,48.58,48.99,47.42,47.7,124265.67
2019-06-20,47.19,48.78,46.89,48.65,94756.73
2019-06-19,47.48,47.59,46.75,47.19,91675.98
2019-06-18,45.44,46.25,44.75,46.01,82475.38
2019-06-17,46.98,46.98,44.87,45.5,98050.83
2019-06-14,47.54,47.88,46.29,47.2,74712.03
2019-06-13,47.82,48.09,47.05,47.42,51679.0
